kB,reclen,write,rewrite,read,reread,randomread,randomwrite,bkwdread,recordrewrite,strideread,fwrite,frewrite,fread,freread,version,build,cachesize_kB,cachelinesize_kB,file_stride,id
512,32,1180062,4457157,17776344,9145790,15930214,4571003,14240069,6652558,9638369,2613128,4827914,16543832,17776344,3.489,linux-AMD64,1024,32,17,iozone-10.out
512,64,1213400,5127637,17630404,5822804,10434519,2845081,17630404,7410080,22414989,5624545,5624545,19557124,20490142,3.489,linux-AMD64,1024,32,17,iozone-10.out
512,128,1267097,5509113,9510316,3941742,20490142,4827914,19736867,7513788,23139567,6571132,6174377,20490142,22414989,3.489,linux-AMD64,1024,32,17,iozone-10.out
512,256,1279935,4871723,7871843,14628067,21303197,5566231,11943357,6571132,22183443,4961773,9681823,22183443,16543832,3.489,linux-AMD64,1024,32,17,iozone-10.out
512,512,1230786,5699180,10911694,23139567,24181823,5566231,21303197,5509113,11877300,5227492,1747618,22414989,24181823,3.489,linux-AMD64,1024,32,17,iozone-10.out
1024,4,732453,2128533,6059442,4531485,4715569,1973059,4589593,2426801,4720752,1861867,2106609,5720477,5758828,3.489,linux-AMD64,1024,32,17,iozone-10.out
1024,8,942952,3191372,10039528,6402699,8000971,2875184,7869040,3880507,8000971,3048658,2192645,4095102,3335105,3.489,linux-AMD64,1024,32,17,iozone-10.out
1024,16,975063,3631168,13305116,7941793,11773301,3941039,11614118,5071963,11903823,3818408,4029784,7208671,13863422,3.489,linux-AMD64,1024,32,17,iozone-10.out
1024,32,1162433,4810640,17985196,4694950,16531459,4488860,15743686,6874084,16037624,4550690,4629166,17056672,17402221,3.489,linux-AMD64,1024,32,17,iozone-10.out
1024,64,1230718,5096034,19629138,10039528,19020633,5226256,18291580,3966517,22748081,5336651,4762630,20088179,20471166,3.489,linux-AMD64,1024,32,17,iozone-10.out
1024,128,1257748,5336651,20088179,11018226,11903823,3003881,20970936,4396951,16037624,5200941,5983467,21823389,23240448,3.489,linux-AMD64,1024,32,17,iozone-10.out
